,appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price
566,0.001,1,0,0,32,2,0,0,5.19
567,0.001,1,0,0,34,4,0,0,5.19
568,0.001,1,0,0,24,3,0,0,5.19
569,0.001,1,0,0,10,12,0,0,5.19
570,0.001,1,0,0,28,2,0,0,5.19
571,0.001,1,0,0,20,3,0,0,5.19
572,0.001,1,0,0,19,7,0,0,5.19
573,0.001,1,0,0,26,6,0,0,5.19
574,0.001,1,0,0,19,6,0,0,5.19
575,0.001,1,0,0,27,9,0,0,5.19
576,0.001,1,0,14,18,9,0,0,5.19
577,0.001,1,0,0,0,13,0,0,3.99
578,0.001,1,0,0,43,13,0,0,5.99
579,0.001,1,0,0,24,18,0,0,6.99
580,0.001,1,0,0,89,40,0,0,5.99
581,0.001,1,0,24,303,6,0,0,3.99
582,0.001,1,0,21,244,44,0,0,6.99
583,0.001,1,0,28,81,45,91,173,6.99
584,0.001,1,0,0,121,32,97,194,4.79
585,0.001,1,0,0,305,87,0,0,15.49
586,0.001,1,0,0,306,41,14,28,4.79
587,0.001,1,0,0,221,235,6,8,4.79
588,0.001,1,0,0,2156,115,58,94,7.19
589,0.001,1,0,0,11569,1590,660,400,7.19
590,0.001,1,0,0,777,315,141,221,4.79
591,0.001,1,0,0,366,192,30,30,2.09
592,0.001,1,0,0,1501,171,99,101,4.79
593,0.001,1,0,12,37,16,0,0,4.79
594,0.001,1,0,0,166,279,2,2,15.49
595,0.001,1,0,0,2287,1389,195,175,15.49
596,0.001,1,0,0,3033,256,243,266,15.49
597,0.001,1,0,0,163,58,0,0,15.49
598,0.001,1,0,12,1194,63,0,0,7.19
599,0.001,1,0,0,6526,396,395,219,15.49
600,0.001,1,0,0,1880,1348,249,365,15.49
601,0.001,1,0,0,825,140,196,294,15.49
602,0.001,1,0,0,50,36,0,0,14.99
603,0.001,1,0,0,220,24,0,0,3.99
604,0.001,1,0,0,166,26,0,0,3.99
605,0.001,1,0,0,121,11,0,0,6.99
606,0.001,1,0,0,58,14,0,0,6.99
607,0.001,1,0,0,41,14,0,0,14.99
608,0.001,1,0,0,258,23,0,0,0.0
609,0.001,1,0,0,167,17,0,0,0.0
610,0.001,1,0,0,27,8,0,0,6.99
611,0.001,1,0,0,36,13,0,0,6.99
612,0.001,1,0,0,47,27,0,0,6.99
613,0.001,1,0,0,33,8,0,0,6.99
614,0.001,1,0,0,93,16,0,0,6.99
615,0.001,1,0,0,102,15,0,0,6.99
616,0.001,1,0,0,121,17,0,0,14.99
617,0.001,1,0,0,112,65,0,0,13.99
618,0.001,1,0,17,815,92,0,0,3.99
619,0.001,1,0,0,150,79,0,0,3.99
620,0.001,1,0,0,995,84,169,169,3.99
621,0.001,1,0,0,410,73,137,137,3.99
622,0.001,1,0,0,291,85,247,247,7.19
623,0.001,1,0,0,14861,2639,1046,1323,8.59
624,0.001,1,0,0,511,263,328,328,8.59
625,0.001,1,0,70,26,7,0,0,8.59
626,0.001,1,0,0,1356,750,358,399,8.59
627,0.001,1,0,0,412,60,0,0,5.99
628,0.001,1,0,0,289,86,149,149,3.99
629,0.001,1,0,0,432,51,1330,1428,4.99
630,0.001,1,0,0,181,167,9,9,4.99
631,0.001,1,0,0,228,64,0,0,3.99
632,0.001,1,0,14,299,37,0,0,4.99
633,0.001,1,0,36,21,7,0,0,4.99
634,0.001,1,0,57,166,134,2486,2486,9.99
635,0.001,1,0,14,955,92,466,466,3.99
636,0.001,1,0,0,1,4,0,0,4.99
637,0.001,1,0,0,154,37,0,0,14.99
638,0.001,1,0,0,16,13,0,0,14.99
639,0.001,1,0,0,1728,357,752,1263,7.99
640,0.001,1,18,0,17683,1519,8488,1120,11.99
641,0.001,1,0,0,151,56,0,0,3.99
642,0.001,1,0,26,78,49,0,0,8.99
643,0.001,1,0,0,83,86,0,0,9.99
644,0.001,1,16,0,3113,785,267,214,9.99
645,0.001,1,0,71,8540,907,1251,1534,0.0
646,0.001,1,0,0,614,173,759,859,4.99
647,0.001,1,0,0,260,42,2,2,4.99
648,0.001,1,0,0,55,57,0,0,3.99
649,0.001,1,0,30,31,7,0,0,11.99
650,0.001,1,0,0,270,98,319,589,5.99
651,0.001,1,0,0,6,2,0,0,6.99
652,0.001,1,0,0,11,2,0,0,6.99
653,0.001,1,0,0,46,23,0,0,3.99
654,0.001,1,0,0,80,26,0,0,2.99
655,0.001,1,0,0,373,101,25,25,4.99
656,0.001,1,0,24,2143,1728,113,123,5.99
657,0.001,1,18,38,6775,2724,234,228,6.99
658,0.001,1,0,13,10465,2981,257,276,0.79
659,0.001,1,0,10,49,154,28,28,6.99
660,0.001,1,0,0,1612,270,27,53,7.99
661,0.001,1,0,0,58,28,0,0,2.99
662,0.001,1,0,12,2506,237,42,57,7.99
663,0.001,1,0,47,20297,865,569,545,14.99
664,0.001,1,0,0,73,26,0,0,9.99
665,0.001,1,0,0,90,44,0,0,6.99
666,0.001,1,0,47,329,67,0,0,10.99
667,0.001,1,0,140,26922,2274,771,269,14.99
668,0.001,1,0,17,606,210,14,14,6.99
669,0.001,1,0,29,619,177,53,57,7.99
670,0.001,1,0,10,44,37,0,0,3.99
671,0.001,1,0,33,9448,407,314,304,9.99
672,0.001,1,0,97,16369,706,421,319,13.99
673,0.001,1,0,0,126,22,0,0,0.0
674,0.001,1,0,23,184,111,160,160,3.99
675,0.001,1,0,0,43,2,0,0,3.99
676,0.001,1,0,0,4,1,0,0,10.99
677,0.001,1,0,0,28,11,0,0,10.99
678,0.001,1,0,0,11,3,0,0,3.49
679,0.001,1,0,0,7,0,0,0,4.99
680,0.001,1,0,0,13,5,0,0,4.99
681,0.001,1,0,0,11,1,0,0,4.99
682,0.001,1,0,0,4,3,0,0,4.99
683,0.001,1,0,0,0,2,0,0,6.99
684,0.001,1,0,0,3,8,0,0,6.99
685,0.001,1,0,0,581,126,27,34,6.99
686,0.001,1,0,0,128,72,0,0,6.99
687,0.001,1,0,0,122,43,0,0,9.99
688,0.001,1,0,0,94,39,0,0,3.99
689,0.001,1,0,0,51,23,0,0,7.49
690,0.001,1,0,0,27,9,0,0,7.49
691,0.001,1,0,0,13,2,0,0,7.49
692,0.001,1,0,0,26,66,0,0,7.49
693,0.001,1,0,0,50,3,38,38,7.49
694,0.001,1,0,0,20,0,0,0,10.99
695,0.001,1,0,0,13,3,0,0,7.49
696,0.001,1,0,0,8,5,0,0,6.99
697,0.001,1,0,0,4,10,0,0,4.99
698,0.001,1,0,0,2,3,0,0,4.99
699,0.001,1,0,0,3,1,0,0,4.99
700,0.001,1,0,0,8,0,0,0,4.99
701,0.001,1,0,0,3,1,0,0,4.99
702,0.001,1,0,0,5,6,0,0,4.99
703,0.001,1,0,0,12,1,0,0,4.99
704,0.001,1,0,0,494,118,10,10,2.99
705,0.001,1,0,40,33,9,49,49,1.49
706,0.001,1,0,0,821,85,31,31,1.99
707,0.001,1,0,0,158,63,0,0,14.99
708,0.001,1,0,15,24,13,5,5,7.99
709,0.001,1,0,0,19,3,0,0,14.99
710,0.001,1,0,0,20,2,0,0,6.99
711,0.001,1,0,0,11,1,0,0,6.99
712,0.001,1,0,0,11,2,0,0,6.99
713,0.001,1,0,0,3,0,0,0,6.99
714,0.001,1,0,0,2,0,0,0,6.99
715,0.001,1,0,0,4,3,0,0,6.99
716,0.001,1,0,0,19,2,0,0,3.99
717,0.001,1,0,0,17,2,0,0,3.99
718,0.001,1,0,0,16,1,0,0,3.99
719,0.001,1,0,0,7,1,0,0,6.99
720,0.001,1,0,0,2,0,0,0,6.99
721,0.001,1,0,0,16,2,0,0,6.99
722,0.001,1,0,0,6,0,0,0,6.99
723,0.001,1,0,0,4,5,0,0,6.99
724,0.001,1,0,0,273,66,4,4,0.79
725,0.001,1,0,13,66,95,0,0,5.59
726,0.001,1,16,0,6983,643,93,49,7.99
727,0.001,1,16,0,4758,321,86,77,7.99
728,0.001,1,16,0,847,210,16,14,7.99
729,0.001,1,0,0,163,42,0,0,6.99
730,0.001,1,0,0,138,45,0,0,6.99
731,0.001,1,0,0,95,19,0,0,6.99
732,0.001,1,0,0,47,16,0,0,14.99
733,0.001,1,0,30,2147,207,266,262,6.99
734,0.001,1,0,38,1660,226,73,108,3.99
735,0.001,1,0,25,1069,117,53,56,3.99
736,0.001,1,0,47,1714,148,41,43,4.99
737,0.001,1,0,0,9867,1166,54,46,0.0
738,0.001,1,0,15,156,44,0,0,2.99
739,0.001,1,0,0,6885,2326,4104,1997,0.0
740,0.001,1,12,36,11722,878,2443,2805,9.99
741,0.001,1,16,45,5323,682,2145,2470,9.99
742,0.001,1,0,0,1179,397,228,347,4.99
743,0.001,1,0,0,813,343,754,1502,4.99
744,0.001,1,16,0,9808,2107,28897,9324,9.99
745,0.001,1,0,0,2962,728,1401,1652,8.99
746,0.001,1,0,0,3809,475,102,132,8.99
747,0.001,1,0,0,175,75,28,39,8.99
748,0.001,1,0,0,694,149,2886,2886,8.99
749,0.001,1,0,0,90,181,0,0,8.99
750,0.001,1,0,0,151,57,0,0,4.49
751,0.001,1,0,0,106,35,0,0,4.49
752,0.001,1,0,0,385,196,1014,1018,8.99
753,0.001,1,0,0,109,49,0,0,8.99
754,0.001,1,0,0,611,226,0,0,4.49
755,0.001,1,0,0,1944,482,1556,1590,8.99
756,0.001,1,0,0,735,763,398,571,17.99
757,0.001,1,0,145,2093,272,154,222,1.79
758,0.001,1,0,0,14,15,0,0,3.99
759,0.001,1,0,47,5336,903,1834,2894,8.99
760,0.001,1,0,0,6,2,0,0,6.99
761,0.001,1,0,0,10,0,0,0,6.99
762,0.001,1,0,0,3848,585,994,650,7.99
763,0.001,1,0,0,88,13,0,0,3.99
764,0.001,1,0,0,135,32,0,0,7.99
765,0.001,1,0,0,60,17,0,0,7.99
766,0.001,1,0,0,211,26,34,34,7.99
767,0.001,1,0,0,859,217,135,210,3.99
768,0.001,1,0,49,2987,891,1278,1257,7.99
769,0.001,1,0,322,1109,205,248,338,6.99
770,0.001,1,0,64,130,66,0,0,3.99
771,0.001,1,0,51,14,42,0,0,2.09
772,0.001,1,0,12,5437,264,165,241,7.99
773,0.001,1,0,0,716,149,53,53,3.99
774,0.001,1,0,12,323,42,19,19,3.99
775,0.001,1,0,0,2992,199,473,665,3.49
776,0.001,1,0,0,4079,170,247,183,7.49
777,0.001,1,0,60,404,123,337,519,11.99
778,0.001,1,0,0,1727,180,32,32,7.99
779,0.001,1,0,35,3950,269,277,271,10.99
780,0.001,1,0,62,15574,1977,378,215,29.99
781,0.001,1,0,0,1051,514,256,254,3.99
782,0.001,1,0,52,1540,128,333,657,0.0
783,0.001,1,0,0,8,20,0,0,1.99
784,0.001,1,0,66,3825,317,1108,1144,10.99
785,0.001,1,0,0,34,36,0,0,14.99
786,0.001,1,0,0,7,7,0,0,6.99
787,0.001,1,0,0,3,9,0,0,6.99
788,0.001,1,0,0,10172,470,1969,3186,12.99
789,0.001,1,0,52,260,72,540,540,6.99
790,0.001,1,0,0,505,168,272,333,10.99
791,0.001,1,0,51,644,188,43,77,6.99
792,0.001,1,0,37,9,5,0,0,3.49
793,0.001,1,16,81,1471,545,112,128,7.99
794,0.001,1,0,26,169,83,184,184,6.99
795,0.001,1,0,41,429,329,369,369,10.99
796,0.001,1,0,0,48,23,0,0,5.19
797,0.001,1,0,0,48,8,0,0,5.19
798,0.001,1,0,0,22,8,0,0,4.99
799,0.001,1,0,29,232,152,63,63,1.99
800,0.001,1,18,0,2766,227,148,148,14.99
801,0.001,1,18,68,14201,1839,2672,517,29.99
802,0.001,1,0,0,59,25,44,44,7.99
803,0.001,1,0,0,180,31,0,0,7.99
804,0.001,1,0,0,355,46,0,0,7.99
805,0.001,1,0,88,20912,1964,589,369,7.99
806,0.001,1,0,0,41,72,0,0,7.99
807,0.001,1,0,0,8,3,0,0,1.59
808,0.001,1,0,0,4,3,0,0,1.59
809,0.001,1,0,0,9,2,0,0,1.59
810,0.001,1,0,0,4743,632,2580,4888,14.99
811,0.001,1,0,0,88,41,17,17,7.99
812,0.001,1,0,14,335,448,38,74,14.99
813,0.001,1,0,27,481,310,312,312,7.99
814,0.001,1,0,0,115,30,115,115,4.99
815,0.001,1,0,28,507,81,285,333,5.99
816,0.001,1,0,0,70,85,0,0,7.99
817,0.001,1,0,15,46,5,0,0,5.19
818,0.001,1,0,23,73,11,0,0,2.99
819,0.001,1,0,60,11953,3009,340,243,19.98
820,0.001,1,0,0,232,108,3,3,9.99
821,0.001,1,0,0,43,28,0,0,3.99
822,0.001,1,0,0,11,1,1,1,8.99
823,0.001,1,0,0,201,24,0,0,4.99
824,0.001,1,0,26,293,30,0,0,7.19
825,0.001,1,0,22,1342,265,176,176,3.99
826,0.001,1,0,45,314,148,1154,1154,6.99
827,0.001,1,0,12,802,69,287,287,0.99
828,0.001,1,0,28,154,115,0,0,6.99
829,0.001,1,0,25,10,1,0,0,6.99
830,0.001,1,0,26,462,45,487,487,1.59
831,0.001,1,0,0,1620,144,789,946,15.99
832,0.001,1,0,0,218,230,143,143,6.49
833,0.001,1,0,0,134,95,65,109,12.99
834,0.001,1,0,30,130,139,0,0,2.99
835,0.001,1,18,50,2713,934,1108,993,14.99
836,0.001,1,0,0,998,504,879,879,12.99
837,0.001,1,0,67,8247,1141,835,1056,22.99
838,0.001,1,18,50,1387,376,435,621,14.99
839,0.001,1,0,81,68,29,0,0,3.99
840,0.001,1,0,0,54,21,0,0,0.0
841,0.001,1,0,0,169,71,0,0,4.99
842,0.001,1,0,0,312,89,422,422,3.99
843,0.001,1,0,0,182,42,0,0,2.79
844,0.001,1,0,0,42,52,0,0,2.79
845,0.001,1,0,0,116,86,0,0,2.79
846,0.001,1,0,0,86,50,0,0,3.99
847,0.001,1,0,0,31,30,0,0,2.79
848,0.001,1,0,0,81,42,0,0,3.99
849,0.001,1,0,0,165,175,0,0,3.99
850,0.001,1,0,0,36,44,0,0,2.79
851,0.001,1,0,0,106,153,28,28,3.99
852,0.001,1,0,0,348,175,56,56,6.99
853,0.001,1,0,0,84,204,3,3,3.99
854,0.001,1,0,10,217,140,20,20,6.99
855,0.001,1,0,0,431,98,13,13,5.59
856,0.001,1,0,0,123,155,0,0,5.59
857,0.001,1,0,0,2092,260,293,387,9.99
858,0.001,1,0,0,862,156,227,227,9.99
859,0.001,1,0,40,167,119,101,101,6.99
860,0.001,1,0,0,258,410,142,157,3.99
861,0.001,1,0,0,97,87,0,0,5.59
862,0.001,1,0,13,103,87,105,105,6.99
863,0.001,1,0,15,40,12,0,0,2.89
864,0.001,1,0,0,9,30,0,0,34.95
865,0.001,1,0,0,15,21,0,0,34.95
866,0.001,1,0,0,3,12,0,0,6.99
867,0.001,1,0,0,10,29,0,0,7.99
868,0.001,1,0,0,40,88,0,0,2.09
869,0.001,1,0,0,109,63,0,0,9.99
870,0.001,1,0,0,6,13,0,0,34.95
871,0.001,1,0,1,195,57,0,0,10.99
872,0.001,1,0,0,14,12,399,399,10.99
873,0.001,1,0,0,9,17,0,0,34.95
874,0.001,1,0,0,3,12,0,0,34.95
875,0.001,1,0,0,29,17,0,0,10.99
876,0.001,1,0,0,2,3,0,0,6.99
877,0.001,1,0,0,2,0,0,0,6.99
878,0.001,1,0,0,5,2,0,0,6.99
879,0.001,1,0,0,971,2385,506,758,0.0
880,0.001,1,0,0,4886,2609,329,421,0.0
881,0.001,1,0,0,378,1712,160,267,9.99
882,0.001,1,0,0,92,7,0,0,9.99
883,0.001,1,0,0,8943,493,292,272,14.99
884,0.001,1,0,0,3209,1370,133,166,14.99
885,0.001,1,0,12,405,214,979,1754,7.99
886,0.001,1,0,0,8808,726,686,464,19.99
887,0.001,1,0,0,11405,2775,467,415,14.99
888,0.001,1,0,0,11679,2493,4730,499,24.99
889,0.001,1,0,0,1071,629,0,0,19.99
890,0.001,1,0,13,30321,1994,117,127,6.99
891,0.001,1,0,0,516,752,1520,1520,25.99
892,0.001,1,0,0,4,1,0,0,8.59
893,0.001,1,18,0,6676,929,600,471,12.49
894,0.001,1,0,0,5653,3686,879,846,16.99
895,0.001,1,0,80,75872,2213,7932,1884,14.99
896,0.001,1,0,21,6236,1055,723,713,7.99
897,0.001,1,0,0,676,794,0,0,14.99
898,0.001,1,0,13,399,68,38,49,6.99
899,0.001,1,0,0,24,6,0,0,4.99
900,0.001,1,0,51,60,74,0,0,7.99
901,0.001,1,0,10,32,24,0,0,3.99
902,0.001,1,0,26,705,95,935,935,0.0
903,0.001,1,18,69,144595,11021,3276,1139,19.99
904,0.001,1,0,63,6296,328,437,633,6.99
905,0.001,1,0,0,95,148,22,22,3.99
906,0.001,1,0,21,117,25,0,0,3.99
907,0.001,1,0,24,177,83,0,0,3.99
908,0.001,1,0,18,179,10,1,1,5.99
909,0.001,1,18,67,31445,1855,1029,988,19.99
910,0.001,1,18,50,32361,2613,293,301,19.99
911,0.001,1,0,15,65,93,3,3,6.99
912,0.001,1,0,0,12,0,0,0,4.99
913,0.001,1,0,0,8,4,0,0,6.99
914,0.001,1,0,0,2,3,0,0,6.99
915,0.001,1,0,0,5,1,0,0,6.99
916,0.001,1,0,0,17,3,0,0,6.99
917,0.001,1,0,0,15,6,0,0,4.99
918,0.001,1,0,0,9,3,0,0,4.99
919,0.001,1,0,0,24,1,0,0,6.99
920,0.001,1,0,0,16,8,0,0,6.99
921,0.001,1,0,0,33,15,0,0,6.99
922,0.001,1,0,0,5,1,0,0,4.99
923,0.001,1,0,0,6,1,0,0,6.99
924,0.001,1,0,30,87,13,0,0,6.99
925,0.001,1,0,0,166,25,130,257,6.99
926,0.001,1,0,41,1397,180,72,101,6.99
927,0.001,1,0,47,5506,3685,1772,126,14.99
928,0.001,1,18,58,2674,1005,307,436,14.99
929,0.001,1,0,48,1599,359,1024,1024,14.99
930,0.001,1,18,60,9847,998,712,537,19.99
931,0.001,1,18,83,44810,1877,1848,1033,6.99
932,0.001,1,0,20,87,9,0,0,1.99
933,0.001,1,0,25,412,41,8,8,1.99
934,0.001,1,0,18,20222,1199,173,41,14.99
935,0.001,1,0,0,153,129,0,0,9.99
936,0.001,1,0,0,1131,108,1177,1177,4.99
937,0.001,1,0,0,214,266,112,112,6.99
938,0.001,1,0,50,473,208,36,36,6.99
939,0.001,1,0,70,8740,827,518,268,12.49
940,0.001,1,0,12,98,42,25,25,3.99
941,0.001,1,0,60,730,345,185,244,14.99
942,0.001,1,0,12,79,92,11,16,2.99
943,0.001,1,18,62,4433,2243,434,472,14.99
944,0.001,1,0,16,249,31,3,3,6.99
945,0.001,1,0,15,81,16,229,229,6.99
946,0.001,1,0,21,46,83,14,14,3.49
947,0.001,1,0,0,675,228,284,380,7.99
948,0.001,1,0,75,201,420,8,8,6.99
949,0.001,1,0,0,191,34,0,0,6.99
950,0.001,1,0,0,352,59,1,1,6.99
951,0.001,1,0,29,1892,574,11,11,7.99
952,0.001,1,0,0,39,20,0,0,6.99
953,0.001,1,0,25,80,11,0,0,6.99
954,0.001,1,0,33,30,22,33,33,0.0
955,0.001,1,0,26,9,25,0,0,6.99
956,0.001,1,0,0,66,69,0,0,4.99
957,0.001,1,0,11,171,53,127,127,4.99
958,0.001,1,0,0,140,44,30,45,4.99
959,0.001,1,0,0,334,98,161,254,3.99
960,0.001,1,0,0,105,28,0,0,6.99
961,0.001,1,0,0,225,35,151,151,6.99
962,0.001,1,0,11,432,65,133,133,3.99
963,0.001,1,0,14,1293,157,1595,1595,8.59
964,0.001,1,0,14,256,14,137,137,4.99
965,0.001,1,0,16,406,36,85,85,2.99
966,0.001,1,0,15,564,39,707,1382,3.99
967,0.001,1,0,129,673,168,31,31,6.99
968,0.001,1,0,0,139,59,12,12,7.19
969,0.001,1,0,51,720,205,101,101,3.99
970,0.001,1,0,25,572,160,132,227,6.99
971,0.001,1,0,0,288,103,0,0,3.99
972,0.001,1,0,0,68,18,0,0,6.99
973,0.001,1,0,0,155,80,0,0,3.99
974,0.001,1,0,26,616,140,78,141,6.99
975,0.001,1,0,26,3058,490,149,202,6.99
976,0.001,1,0,50,225,159,241,241,3.99
977,0.001,1,0,0,115,28,0,0,3.99
978,0.001,1,0,0,492,47,30,30,11.99
979,0.001,1,0,22,399,247,10,10,5.59
980,0.001,1,0,0,50,76,0,0,4.99
981,0.001,1,0,110,2881,416,292,365,7.19
982,0.001,1,0,0,56,55,0,0,2.09
983,0.001,1,0,0,87,30,0,0,3.99
984,0.001,1,0,0,144,27,0,0,7.19
985,0.001,1,0,43,87,17,16,16,6.99
986,0.001,1,0,0,84,63,0,0,4.49
987,0.001,1,0,0,125,85,1244,2481,13.99
988,0.001,1,0,0,3396,523,409,412,0.0
989,0.001,1,0,0,206,196,28,28,4.49
990,0.001,1,0,0,247,254,1054,1054,8.99
991,0.001,1,0,0,119,225,5,5,13.99
992,0.001,1,0,0,297,59,0,0,3.99
993,0.001,1,0,0,340,260,2,4,11.99
994,0.001,1,16,45,362,442,81,81,19.99
995,0.001,1,16,0,548,209,22,22,5.99
996,0.001,1,16,0,3195,942,28,39,3.49
997,0.001,1,0,114,10693,932,1993,1205,9.99
998,0.001,1,16,41,6661,2923,201,168,14.99
999,0.001,1,0,90,9555,8224,932,1552,29.99
1000,0.001,1,0,14,331,114,4,5,4.99
1001,0.001,1,18,50,11992,1234,191,214,19.99
1002,0.001,1,0,77,12222,2367,172,150,6.99
1003,0.001,1,0,0,598,308,189,214,0.79
1004,0.001,1,0,0,192,148,242,265,0.79
1005,0.001,1,0,9,176,298,46,46,0.79
1006,0.001,1,0,0,68,22,387,387,5.79
1007,0.001,1,0,0,147,29,0,0,14.99
1008,0.001,1,0,19,6719,268,76,74,3.99
1009,0.001,1,0,0,5047,183,764,1136,12.99
1010,0.001,1,0,0,440,148,53,53,6.49
1011,0.001,1,0,65,33,11,0,0,0.79
1012,0.001,1,0,38,2188,323,689,1285,10.99
1013,0.001,1,0,29,400,88,67,89,6.99
1014,0.001,1,0,0,319,53,2,4,4.99
1015,0.001,1,0,0,102,101,23,46,5.59
1016,0.001,1,0,0,140,184,11,13,5.59
1017,0.001,1,0,0,229,44,5,5,7.19
1018,0.001,1,0,0,322,85,0,0,14.99
1019,0.001,1,0,12,1240,273,17,22,5.59
1020,0.001,1,0,12,325,62,6,8,5.59
1021,0.001,1,0,12,687,89,0,0,5.59
1022,0.001,1,0,49,6921,589,165,169,0.0
1023,0.001,1,0,8,680,107,72,100,6.99
1024,0.001,1,0,64,245,80,210,220,0.79
1025,0.001,1,16,75,237303,14951,7089,3885,9.99
1026,0.001,1,0,64,139,77,0,0,0.0
1027,0.001,1,0,47,605,179,1,1,14.99
1028,0.001,1,0,12,32,68,28,55,8.99
1029,0.001,1,0,0,1075,144,0,0,7.99
1030,0.001,1,0,0,35,44,0,0,14.99
1031,0.001,1,0,0,205,110,112,112,7.99
1032,0.001,1,0,0,113,62,0,0,6.99
1033,0.001,1,0,65,2670,126,85,158,4.25
1034,0.001,1,0,47,46,113,104,104,11.99
1035,0.001,1,0,32,267,80,123,123,6.99
1036,0.001,1,0,0,109,38,0,0,3.49
1037,0.001,1,0,15,1199,128,97,97,6.99
1038,0.001,1,0,8,848,107,0,0,3.99
1039,0.001,1,0,10,364,27,0,0,3.99
1040,0.001,1,0,12,298,14,0,0,3.99
1041,0.001,1,0,18,312,11,205,263,6.99
1042,0.001,1,0,12,338,68,0,0,7.19
1043,0.001,1,0,0,59,13,0,0,2.99
1044,0.001,1,0,12,771,98,1329,1329,6.99
1045,0.001,1,0,42,3300,481,200,181,7.99
1046,0.001,1,0,0,434,275,155,155,10.99
1047,0.001,1,0,100,2552,296,153,166,7.19
1048,0.001,1,0,100,4459,906,413,533,6.99
1049,0.001,1,0,25,77,9,0,0,3.99
1050,0.001,1,0,24,21,7,0,0,6.99
1051,0.001,1,0,51,1219,225,193,193,6.99
1052,0.001,1,16,13,1270,827,106,180,3.99
1053,0.001,1,0,26,1107,673,180,205,0.79
1054,0.001,1,0,33,130,8,78,78,2.79
1055,0.001,1,0,14,146,29,5,5,2.79
1056,0.001,1,0,12,124,22,23,23,2.79
1057,0.001,1,0,24,564,253,191,191,3.99
1058,0.001,1,0,18,36,13,0,0,1.49
1059,0.001,1,0,46,121,39,54,54,7.19
1060,0.001,1,0,0,36,79,58,58,6.99
1061,0.001,1,0,20,3700,324,177,143,6.99
1062,0.001,1,0,0,84,82,0,0,2.09
1063,0.001,1,0,77,837,158,121,158,11.39
1064,0.001,1,0,0,445,371,0,0,2.89
1065,0.001,1,0,42,1955,103,79,100,6.99
1066,0.001,1,0,0,968,85,68,68,2.79
1067,0.001,1,0,12,5480,758,123,184,6.99
1068,0.001,1,0,52,588,86,82,82,6.99
1069,0.001,1,0,0,172,14,0,0,14.99
1070,0.001,1,0,23,120,35,254,254,6.99
1071,0.001,1,0,18,723,212,152,153,5.99
1072,0.001,1,0,10,3125,211,255,284,8.99
1073,0.001,1,0,0,823,52,12,12,0.0
1074,0.001,1,0,25,167,111,20,20,4.79
1075,0.001,1,0,0,3923,567,284,303,3.99
1076,0.001,1,0,8,7553,1224,158,186,0.79
1077,0.001,1,0,0,181,115,280,280,11.39
1078,0.001,1,0,12,167,105,9,9,7.99
1079,0.001,1,0,27,25,15,0,0,6.99
1080,0.001,1,0,25,1540,158,229,402,6.99
1081,0.001,1,0,0,707,217,53,53,6.99
1082,0.001,1,12,0,36,7,0,0,6.99
1083,0.001,1,0,0,42,5,0,0,6.99
1084,0.001,1,12,0,91,8,0,0,6.99
1085,0.001,1,0,25,921,130,1070,1903,6.99
1086,0.001,1,0,0,402,182,7,7,4.39
1087,0.001,1,0,16,1990,430,183,227,18.99
1088,0.001,1,0,17,1032,108,148,148,4.99
1089,0.001,1,0,115,3225,656,158,275,9.99
1090,0.001,1,0,0,134,121,0,0,1.99
1091,0.001,1,0,37,197,53,101,155,4.79
1092,0.001,1,0,124,3879,235,800,1302,3.49
1093,0.001,1,0,20,141,91,0,0,3.99
1094,0.001,1,0,12,97,283,0,0,10.99
1095,0.001,1,0,12,29,20,0,0,6.99
1096,0.001,1,0,16,1773,297,18,28,9.99
1097,0.001,1,0,36,156,166,0,0,3.99
1098,0.001,1,0,0,40,81,0,0,3.99
1099,0.001,1,0,22,748,100,21,32,6.99
1100,0.001,1,0,54,15666,3202,275,64,0.0
1101,0.001,1,0,220,961,239,107,214,0.0
1102,0.001,1,0,0,75,5,0,0,95.99
1103,0.001,1,0,35,257,76,96,127,7.99
1104,0.001,1,0,12,20,9,0,0,6.99
1105,0.001,1,16,61,8523,1201,252,170,19.99
1106,0.001,1,0,27,5371,180,159,195,7.99
1107,0.001,1,0,12,87,20,21,21,7.99
1108,0.001,1,18,20,1707,373,297,256,7.19
1109,0.001,1,18,0,199,74,0,0,7.99
1110,0.001,1,0,22,148,51,112,112,2.99
1111,0.001,1,0,19,91,38,0,0,2.99
1112,0.001,1,0,0,53,24,0,0,4.99
1113,0.001,1,0,0,4036,731,140,147,1.59
1114,0.001,1,0,251,22057,7558,263,98,0.79
1115,0.001,1,0,28,1000,314,101,186,7.99
1116,0.001,1,0,0,206,251,8,8,4.79
1117,0.001,1,0,27,293,77,0,0,1.59
1118,0.001,1,0,12,167,49,0,0,6.99
1119,0.001,1,0,0,13759,1801,902,211,29.99
1120,0.001,1,0,88,255600,7797,5585,1840,6.99
1121,0.001,1,0,13,80,50,17,17,0.79
1122,0.001,1,0,61,558,140,65,74,6.99
1123,0.001,1,0,24,27887,1098,391,234,11.39
1124,0.001,1,0,48,2315,202,225,282,6.99
1125,0.001,1,0,0,994,187,30,26,0.0
1126,0.001,1,0,0,2868,222,351,388,0.0
1127,0.001,1,0,104,105034,12524,18823,3621,29.99
1128,0.001,1,0,54,974,60,11,11,3.99
1129,0.001,1,0,0,35,75,0,0,10.59
